NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
2931,전남광주통합특별시 광산구 월계동,7**,12m미만,36.0,월세,202510,15,200,40,2013.0,첨단내촌로70번길,202510~202610,신규,-,,,단독다가구,,,,,,
2932,전남광주통합특별시 서구 농성동,3**,8m미만,37.4,월세,202510,15,500,46,2012.0,상무대로1177번길,202510~202610,신규,-,,,단독다가구,,,,,,
2934,전남광주통합특별시 광산구 수완동,1***,12m미만,26.29,월세,202510,15,300,50,2021.0,수완로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
2936,전남광주통합특별시 북구 용봉동,1***,8m미만,23.0,월세,202510,15,150,29,2014.0,용주로40번길,202510~202607,신규,-,,,단독다가구,,,,,,
2942,전남광주통합특별시 서구 농성동,6**,25m미만,23.86,월세,202510,15,300,53,2024.0,군분로189번길,202510~202610,신규,-,,,단독다가구,,,,,,
2944,전남광주통합특별시 광산구 하남동,1***,12m미만,20.4,월세,202510,15,200,40,2022.0,마항5길,202510~202610,신규,-,,,단독다가구,,,,,,
2946,전남광주통합특별시 광산구 장덕동,1***,12m미만,33.0,월세,202510,15,200,33,2008.0,장신로20번안길,202510~202610,신규,-,,,단독다가구,,,,,,
2949,전남광주통합특별시 광산구 수완동,1***,25m미만,36.0,월세,202510,15,300,50,2016.0,수완로74번길,202510~202610,신규,-,,,단독다가구,,,,,,
2951,전남광주통합특별시 광산구 흑석동,7**,12m미만,26.86,전세,202510,15,"8,000",0,2021.0,하남울로공원2길,202510~202710,신규,-,,,단독다가구,,,,,,
2952,전남광주통합특별시 광산구 도산동,1***,25m미만,35.18,월세,202510,15,200,50,2013.0,상무대로,202510~202610,신규,-,,,단독다가구,,,,,,
2953,전남광주통합특별시 북구 두암동,5**,12m미만,27.2,월세,202510,15,400,73,2024.0,문화소통로302번길,202510~202610,신규,-,,,단독다가구,,,,,,
2954,전남광주통합특별시 장성군 남면 삼태리,8**,12m미만,21.0,월세,202510,15,300,35,2022.0,나노산단1로,202510~202610,신규,-,,,단독다가구,,,,,,
2955,전남광주통합특별시 동구 금남로5가,1**,12m미만,29.98,월세,202510,15,"1,000",70,2021.0,금남로169번길,202511~202711,신규,-,,,단독다가구,,,,,,
2956,전남광주통합특별시 서구 농성동,6**,12m미만,29.45,월세,202510,14,200,42,2015.0,화정로293번길,202510~202610,신규,-,,,단독다가구,,,,,,
2958,전남광주통합특별시 광산구 수완동,1***,12m미만,36.97,월세,202510,14,300,50,2013.0,수완로106번길,202510~202610,신규,-,,,단독다가구,,,,,,
2960,전남광주통합특별시 광산구 수완동,1***,25m미만,27.14,월세,202510,14,300,42,2016.0,수완로74번길,202510~202610,신규,-,,,단독다가구,,,,,,
2961,전남광주통합특별시 동구 지산동,4**,8m미만,16.53,월세,202510,14,200,28,2011.0,지산로56번길,202510~202610,신규,-,,,단독다가구,,,,,,
2963,전남광주통합특별시 북구 용봉동,1***,12m미만,24.0,월세,202510,14,200,29,2018.0,문화소통로108번길,202510~202610,신규,-,,,단독다가구,,,,,,
2964,전남광주통합특별시 북구 용봉동,6**,8m미만,25.54,월세,202510,14,200,54,2022.0,설죽로148번길,202510~202610,신규,-,,,단독다가구,,,,,,
2966,전남광주통합특별시 북구 용봉동,7**,8m미만,13.2,월세,202510,14,200,30,2017.0,운용로,202510~202610,신규,-,,,단독다가구,,,,,,
2967,전남광주통합특별시 광산구 산정동,1**,8m미만,17.7,월세,202510,14,100,35,2019.0,목련로2번길,202510~202610,신규,-,,,단독다가구,,,,,,
2973,전남광주통합특별시 남구 백운동,6**,12m미만,35.0,월세,202510,14,"1,000",40,2018.0,진다리로6번가길,202510~202610,신규,-,,,단독다가구,,,,,,
2974,전남광주통합특별시 광산구 신가동,1***,12m미만,24.54,월세,202510,14,100,32,2015.0,수완로9번길,202510~202610,신규,-,,,단독다가구,,,,,,
2978,전남광주통합특별시 광산구 장덕동,1***,25m미만,33.0,월세,202510,14,500,43,2012.0,풍영로229번길,202510~202610,신규,-,,,단독다가구,,,,,,
2979,전남광주통합특별시 광산구 옥동,6**,12m미만,40.0,월세,202510,14,200,40,2024.0,평동로735번길,202510~202610,신규,-,,,단독다가구,,,,,,
2980,전남광주통합특별시 순천시 조례동,1***,12m미만,30.0,월세,202510,14,200,34,2019.0,유동1길,202510~202610,신규,-,,,단독다가구,,,,,,
2981,전남광주통합특별시 순천시 조례동,1***,12m미만,30.0,월세,202510,14,100,50,2013.0,연동남1길,202510~202601,신규,-,,,단독다가구,,,,,,
2983,전남광주통합특별시 여수시 문수동,1**,12m미만,27.0,월세,202510,14,100,33,2013.0,소미1길,202510~202610,신규,-,,,단독다가구,,,,,,
2984,전남광주통합특별시 서구 쌍촌동,9**,8m미만,25.49,월세,202510,14,200,35,2016.0,상무대로955번길,202510~202610,신규,-,,,단독다가구,,,,,,
2985,전남광주통합특별시 서구 쌍촌동,9**,12m미만,25.45,월세,202510,14,500,80,2025.0,상무대로916번길,202511~202610,신규,-,,,단독다가구,,,,,,
2986,전남광주통합특별시 나주시 송월동,1***,8m미만,15.22,월세,202510,14,200,35,2021.0,송월16길,202510~202610,신규,-,,,단독다가구,,,,,,
2987,전남광주통합특별시 나주시 송월동,1***,8m미만,15.22,월세,202510,14,200,35,2021.0,송월16길,202510~202610,신규,-,,,단독다가구,,,,,,
2988,전남광주통합특별시 서구 내방동,8**,12m미만,25.18,월세,202510,14,200,36,2017.0,월드컵4강로182번길,202510~202610,신규,-,,,단독다가구,,,,,,
2990,전남광주통합특별시 서구 쌍촌동,9**,8m미만,30.99,전세,202510,14,"3,500",0,2003.0,운천로103번길,202510~202710,신규,-,,,단독다가구,,,,,,
2994,전남광주통합특별시 여수시 화장동,8**,12m미만,22.31,월세,202510,14,200,36,2020.0,대통1길,202510~202610,신규,-,,,단독다가구,,,,,,
2996,전남광주통합특별시 서구 내방동,3**,8m미만,25.88,전세,202510,14,"7,300",0,2021.0,월드컵4강로210번길,202511~202711,신규,-,,,단독다가구,,,,,,
2997,전남광주통합특별시 서구 화정동,7**,12m미만,39.0,월세,202510,14,500,60,2014.0,화운로155번길,202510~202610,신규,-,,,단독다가구,,,,,,
2999,전남광주통합특별시 여수시 선원동,1***,8m미만,30.0,월세,202510,13,500,40,2011.0,무선7길,202510~202610,신규,-,,,단독다가구,,,,,,
3000,전남광주통합특별시 서구 화정동,2*,12m미만,27.0,월세,202510,13,200,33,2011.0,내방로350번길,202510~202610,신규,-,,,단독다가구,,,,,,
3001,전남광주통합특별시 여수시 여서동,3**,8m미만,39.6,월세,202510,13,200,30,2016.0,여서동6길,202510~202610,신규,-,,,단독다가구,,,,,,
3002,전남광주통합특별시 여수시 문수동,6*,8m미만,29.82,월세,202510,13,500,40,1983.0,문수북1길,202510~202710,신규,-,,,단독다가구,,,,,,
3003,전남광주통합특별시 순천시 조례동,8**,12m미만,40.0,월세,202510,13,300,39,2018.0,봉화2길,202510~202610,신규,-,,,단독다가구,,,,,,
3006,전남광주통합특별시 여수시 화장동,7**,8m미만,40.0,월세,202510,13,200,50,2019.0,성산4길,202510~202610,신규,-,,,단독다가구,,,,,,
3007,전남광주통합특별시 서구 풍암동,1***,12m미만,38.0,월세,202510,13,300,35,2010.0,풍암순환로128번길,202510~202610,신규,-,,,단독다가구,,,,,,
3008,전남광주통합특별시 서구 풍암동,9**,12m미만,23.0,월세,202510,13,200,25,2014.0,풍금로11번길,202510~202610,신규,-,,,단독다가구,,,,,,
3009,전남광주통합특별시 여수시 국동,1***,12m미만,28.0,월세,202510,13,300,42,2022.0,어항단지로,202510~202610,신규,-,,,단독다가구,,,,,,
3011,전남광주통합특별시 서구 쌍촌동,4**,12m미만,15.22,월세,202510,13,300,42,2019.0,화정로49번길,202510~202610,신규,-,,,단독다가구,,,,,,
3012,전남광주통합특별시 여수시 미평동,6**,12m미만,23.0,월세,202510,13,100,30,2002.0,미평11길,202510~202610,갱신,-,100,30.0,단독다가구,,,,,,
3013,전남광주통합특별시 여수시 미평동,7**,12m미만,18.0,월세,202510,13,50,35,2002.0,양지3길,202510~202601,신규,-,,,단독다가구,,,,,,
3014,전남광주통합특별시 순천시 연향동,1***,12m미만,30.0,월세,202510,13,300,42,2018.0,율산공원길,202510~202610,신규,-,,,단독다가구,,,,,,
3015,전남광주통합특별시 남구 방림동,5*,8m미만,16.0,월세,202510,13,300,33,2011.0,용대로140번길,202510~202710,신규,-,,,단독다가구,,,,,,
3017,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202510,13,200,37,2019.0,송산4길,202510~202610,신규,-,,,단독다가구,,,,,,
3020,전남광주통합특별시 목포시 옥암동,1***,12m미만,30.0,월세,202510,13,300,45,2021.0,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
3024,전남광주통합특별시 광산구 신창동,1***,12m미만,38.0,월세,202510,13,300,50,2014.0,신창로48번길,202510~202610,신규,-,,,단독다가구,,,,,,
3025,전남광주통합특별시 목포시 옥암동,1***,12m미만,28.0,월세,202510,13,300,70,2021.0,당가두로38번길,202510~202601,신규,-,,,단독다가구,,,,,,
3027,전남광주통합특별시 북구 운암동,9*,12m미만,27.54,월세,202510,13,200,45,2018.0,북문대로33번길,202510~202610,신규,-,,,단독다가구,,,,,,
3029,전남광주통합특별시 남구 행암동,*,25m미만,24.0,월세,202510,13,500,38,2001.0,효덕로,202510~202604,신규,-,,,단독다가구,,,,,,
3030,전남광주통합특별시 광양시 중동,1***,12m미만,28.0,월세,202510,13,200,30,2012.0,중동1길,202601~202701,신규,-,,,단독다가구,,,,,,
3035,전남광주통합특별시 광산구 수완동,1***,25m이상,29.48,월세,202510,12,500,51,2020.0,수완로,202510~202610,신규,-,,,단독다가구,,,,,,
3036,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,30.0,월세,202510,12,300,52,2018.0,매안2길,202510~202610,신규,-,,,단독다가구,,,,,,
3039,전남광주통합특별시 남구 백운동,6**,12m미만,30.0,월세,202510,12,300,45,2016.0,독립로10번길,202510~202610,신규,-,,,단독다가구,,,,,,
3040,전남광주통합특별시 목포시 산정동,1***,8m미만,29.72,월세,202510,12,"1,000",60,2025.0,원산정로59번길,202510~202610,신규,-,,,단독다가구,,,,,,
3041,전남광주통합특별시 남구 월산동,9**,25m미만,29.5,월세,202510,12,500,70,2022.0,군분로,202510~202610,신규,-,,,단독다가구,,,,,,
3042,전남광주통합특별시 목포시 옥암동,1***,12m미만,29.72,월세,202510,12,"1,000",52,2021.0,당가두로38번길,202510~202610,신규,-,,,단독다가구,,,,,,
3044,전남광주통합특별시 북구 용봉동,1**,8m미만,33.01,월세,202510,12,200,40,2012.0,면앙로6번길,202510~202610,신규,-,,,단독다가구,,,,,,
3046,전남광주통합특별시 나주시 송월동,1***,12m미만,22.97,월세,202510,12,200,30,2019.0,재신길,202510~202610,신규,-,,,단독다가구,,,,,,
3047,전남광주통합특별시 여수시 학동,2*,12m미만,19.79,월세,202510,12,200,42,2021.0,학동7길,202510~202610,신규,-,,,단독다가구,,,,,,
3048,전남광주통합특별시 서구 쌍촌동,9**,8m미만,26.86,월세,202510,12,100,30,2012.0,쌍촌로57번길,202510~202610,신규,-,,,단독다가구,,,,,,
3049,전남광주통합특별시 서구 쌍촌동,9**,8m미만,23.0,월세,202510,12,200,27,2013.0,상무대로876번길,-,-,-,,,단독다가구,,,,,,
3050,전남광주통합특별시 여수시 미평동,7**,12m미만,18.0,월세,202510,12,100,35,2002.0,양지3길,202510~202601,신규,-,,,단독다가구,,,,,,
3052,전남광주통합특별시 여수시 선원동,1***,25m미만,30.36,월세,202510,11,100,35,2010.0,무선8길,202510~202601,신규,-,,,단독다가구,,,,,,
3053,전남광주통합특별시 서구 풍암동,9**,12m미만,20.0,전세,202510,11,"3,000",0,2002.0,풍암운리로25번길,202510~202610,신규,-,,,단독다가구,,,,,,
3054,전남광주통합특별시 여수시 화장동,7**,25m이상,25.0,월세,202510,11,200,37,2013.0,성산6길,202510~202610,신규,-,,,단독다가구,,,,,,
3055,전남광주통합특별시 서구 풍암동,9**,12m미만,39.0,월세,202510,11,"2,800",5,2006.0,풍금로11번길,202510~202710,신규,-,,,단독다가구,,,,,,
3056,전남광주통합특별시 서구 치평동,1***,12m미만,30.0,월세,202510,11,300,40,2011.0,상무화원로18번길,202510~202610,신규,-,,,단독다가구,,,,,,
3057,전남광주통합특별시 여수시 화장동,7**,25m이상,28.0,월세,202510,11,200,50,2021.0,성산로,202510~202610,신규,-,,,단독다가구,,,,,,
3058,전남광주통합특별시 순천시 연향동,1***,12m미만,40.0,월세,202510,11,"1,000",50,2012.0,도장길,202510~202612,신규,-,,,단독다가구,,,,,,
3060,전남광주통합특별시 서구 쌍촌동,1***,12m미만,21.52,월세,202510,11,300,57,2022.0,상무대로902번길,202510~202610,신규,-,,,단독다가구,,,,,,
3061,전남광주통합특별시 서구 쌍촌동,5**,12m미만,40.0,월세,202510,11,300,47,2008.0,쌍촌로47번길,202510~202610,신규,-,,,단독다가구,,,,,,
3062,전남광주통합특별시 여수시 화장동,7**,8m미만,24.0,월세,202510,11,200,38,2021.0,화산2길,202510~202610,신규,-,,,단독다가구,,,,,,
3063,전남광주통합특별시 서구 쌍촌동,9**,12m미만,24.0,월세,202510,11,300,55,2021.0,월드컵4강로181번길,202510~202610,신규,-,,,단독다가구,,,,,,
3064,전남광주통합특별시 서구 쌍촌동,9**,8m미만,33.9,월세,202510,11,500,80,2022.0,운천로172번길,202510~202604,갱신,사용,"2,000",70.0,단독다가구,,,,,,
3065,전남광주통합특별시 서구 쌍촌동,1***,12m미만,28.57,월세,202510,11,500,52,2020.0,상일로54번길,202510~202610,신규,-,,,단독다가구,,,,,,
3066,전남광주통합특별시 여수시 학동,1*,12m미만,33.0,월세,202510,11,100,35,2007.0,학동북1길,202510~202610,신규,-,,,단독다가구,,,,,,
3067,전남광주통합특별시 순천시 매곡동,2**,8m미만,33.0,월세,202510,11,100,30,2012.0,북정6길,202510~202610,신규,-,,,단독다가구,,,,,,
3068,전남광주통합특별시 서구 쌍촌동,9**,8m미만,25.31,월세,202510,11,200,50,2019.0,운천로172번길,202510~202610,신규,-,,,단독다가구,,,,,,
3069,전남광주통합특별시 여수시 학동,2**,12m미만,25.9,월세,202510,11,150,30,2002.0,시청서4길,202510~202610,신규,-,,,단독다가구,,,,,,
3071,전남광주통합특별시 서구 농성동,6**,12m미만,28.4,월세,202510,11,300,45,2012.0,화정로293번길,202510~202610,신규,-,,,단독다가구,,,,,,
3072,전남광주통합특별시 광산구 신창동,1***,12m미만,35.76,월세,202510,11,200,40,2009.0,신창로138번길,202510~202610,신규,-,,,단독다가구,,,,,,
3076,전남광주통합특별시 동구 장동,1**,8m미만,25.0,월세,202510,11,200,35,2012.0,제봉로98번길,202510~202610,신규,-,,,단독다가구,,,,,,
3077,전남광주통합특별시 남구 진월동,5**,8m미만,22.0,월세,202510,11,300,42,2017.0,효덕로,202510~202701,신규,-,,,단독다가구,,,,,,
3079,전남광주통합특별시 남구 주월동,4**,25m미만,19.8,월세,202510,11,200,32,2011.0,금당로,202510~202610,신규,-,,,단독다가구,,,,,,
3080,전남광주통합특별시 북구 운암동,9*,12m미만,33.0,월세,202510,11,300,42,2014.0,북문대로33번길,202510~202610,신규,-,,,단독다가구,,,,,,
3081,전남광주통합특별시 북구 신용동,7**,12m미만,19.0,월세,202510,11,200,35,2016.0,첨단연신로108번길,202510~202610,신규,-,,,단독다가구,,,,,,
3084,전남광주통합특별시 광산구 하남동,1***,12m미만,29.36,월세,202510,11,500,75,2022.0,하남마항로29번길,202510~202610,신규,-,,,단독다가구,,,,,,
3085,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,33.0,월세,202510,11,200,52,2017.0,송산5길,202510~202610,신규,-,,,단독다가구,,,,,,
3087,전남광주통합특별시 순천시 서면 선평리,9*,8m미만,30.0,월세,202510,11,"2,000",11,1934.0,강청안길,202510~202710,신규,-,,,단독다가구,,,,,,
3088,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,13.2,월세,202510,10,200,38,2012.0,매안5길,202510~202610,신규,-,,,단독다가구,,,,,,
3089,전남광주통합특별시 광산구 수완동,1***,12m미만,29.59,월세,202510,10,500,39,2011.0,수완로74번길,202510~202610,신규,-,,,단독다가구,,,,,,
3091,전남광주통합특별시 광산구 하남동,8**,12m미만,18.36,월세,202510,10,300,55,2021.0,고봉로125번안길,202510~202610,신규,-,,,단독다가구,,,,,,
3094,전남광주통합특별시 광산구 수완동,1***,25m이상,22.94,월세,202510,10,300,35,2020.0,수완로,202510~202610,신규,-,,,단독다가구,,,,,,
3095,전남광주통합특별시 광산구 수완동,1***,12m미만,30.0,월세,202510,10,200,40,2013.0,수완로106번길,202510~202610,신규,-,,,단독다가구,,,,,,
3098,전남광주통합특별시 목포시 산정동,1***,12m미만,24.76,월세,202510,10,100,32,2012.0,죽산로19번길,202510~202610,신규,-,,,단독다가구,,,,,,
